customer_id,order_count,shipping_variation,address_count,churn
1,0.24999999997916666,0.6666666664444444,0.24999999997916666,0
2,0.41666666663194446,0.6666666664444444,0.41666666663194446,0
4,0.16666666665277777,0.3333333332222222,0.16666666665277777,1
5,0.16666666665277777,0.3333333332222222,0.16666666665277777,1
6,0.6666666666111111,0.6666666664444444,0.6666666666111111,0
7,0.08333333332638888,0.3333333332222222,0.08333333332638888,0
8,0.33333333330555553,0.3333333332222222,0.33333333330555553,1
9,0.49999999995833333,0.6666666664444444,0.49999999995833333,1
10,0.24999999997916666,0.6666666664444444,0.24999999997916666,0
11,0.6666666666111111,0.9999999996666666,0.6666666666111111,0
12,0.41666666663194446,0.6666666664444444,0.41666666663194446,1
13,0.33333333330555553,0.3333333332222222,0.33333333330555553,1
14,0.33333333330555553,0.6666666664444444,0.33333333330555553,1
15,0.08333333332638888,0.3333333332222222,0.08333333332638888,0
16,0.24999999997916666,0.9999999996666666,0.24999999997916666,0
17,0.08333333332638888,0.3333333332222222,0.08333333332638888,0
18,0.16666666665277777,0.6666666664444444,0.16666666665277777,0
19,0.08333333332638888,0.3333333332222222,0.08333333332638888,1
20,0.0,0.0,0.0,1
21,0.08333333332638888,0.3333333332222222,0.08333333332638888,0
22,0.16666666665277777,0.6666666664444444,0.08333333332638888,1
23,0.08333333332638888,0.0,0.08333333332638888,1
24,0.16666666665277777,0.3333333332222222,0.16666666665277777,0
25,0.0,0.0,0.0,1
26,0.08333333332638888,0.0,0.08333333332638888,1
27,0.16666666665277777,0.3333333332222222,0.16666666665277777,1
28,0.08333333332638888,0.3333333332222222,0.08333333332638888,1
29,0.24999999997916666,0.6666666664444444,0.24999999997916666,0
30,0.24999999997916666,0.3333333332222222,0.24999999997916666,0
31,0.16666666665277777,0.3333333332222222,0.16666666665277777,1
32,0.08333333332638888,0.0,0.08333333332638888,1
33,0.24999999997916666,0.6666666664444444,0.24999999997916666,0
34,0.24999999997916666,0.6666666664444444,0.24999999997916666,0
35,0.33333333330555553,0.6666666664444444,0.33333333330555553,0
36,0.16666666665277777,0.3333333332222222,0.16666666665277777,0
37,0.33333333330555553,0.6666666664444444,0.33333333330555553,0
38,0.24999999997916666,0.3333333332222222,0.24999999997916666,0
39,0.41666666663194446,0.9999999996666666,0.41666666663194446,0
40,0.08333333332638888,0.0,0.08333333332638888,1
41,0.0,0.0,0.0,1
42,0.24999999997916666,0.6666666664444444,0.24999999997916666,0
43,0.16666666665277777,0.3333333332222222,0.16666666665277777,1
44,0.24999999997916666,0.3333333332222222,0.24999999997916666,1
45,0.24999999997916666,0.0,0.24999999997916666,0
46,0.16666666665277777,0.3333333332222222,0.16666666665277777,0
47,0.16666666665277777,0.3333333332222222,0.16666666665277777,1
48,0.16666666665277777,0.3333333332222222,0.16666666665277777,1
49,0.5833333332847223,0.6666666664444444,0.5833333332847223,0
50,0.33333333330555553,0.6666666664444444,0.33333333330555553,1
51,0.0,0.0,0.0,1
