customer_id,order_count,shipping_variation,address_count,churn
1,0.2499999999791666,0.6666666664444444,0.2499999999791666,0
2,0.4166666666319444,0.6666666664444444,0.4166666666319444,0
4,0.1666666666527777,0.3333333332222222,0.1666666666527777,1
5,0.1666666666527777,0.3333333332222222,0.1666666666527777,1
6,0.6666666666111111,0.6666666664444444,0.6666666666111111,0
7,0.0833333333263888,0.3333333332222222,0.0833333333263888,0
8,0.3333333333055555,0.3333333332222222,0.3333333333055555,1
9,0.4999999999583333,0.6666666664444444,0.4999999999583333,1
10,0.2499999999791666,0.6666666664444444,0.2499999999791666,0
11,0.6666666666111111,0.9999999996666666,0.6666666666111111,0
12,0.4166666666319444,0.6666666664444444,0.4166666666319444,1
13,0.3333333333055555,0.3333333332222222,0.3333333333055555,1
14,0.3333333333055555,0.6666666664444444,0.3333333333055555,1
15,0.0833333333263888,0.3333333332222222,0.0833333333263888,0
16,0.2499999999791666,0.9999999996666666,0.2499999999791666,0
17,0.0833333333263888,0.3333333332222222,0.0833333333263888,0
18,0.1666666666527777,0.6666666664444444,0.1666666666527777,0
19,0.0833333333263888,0.3333333332222222,0.0833333333263888,1
20,0.0,0.0,0.0,1
21,0.0833333333263888,0.3333333332222222,0.0833333333263888,0
22,0.1666666666527777,0.6666666664444444,0.0833333333263888,1
23,0.0833333333263888,0.0,0.0833333333263888,1
24,0.1666666666527777,0.3333333332222222,0.1666666666527777,0
25,0.0,0.0,0.0,1
26,0.0833333333263888,0.0,0.0833333333263888,1
27,0.1666666666527777,0.3333333332222222,0.1666666666527777,1
28,0.0833333333263888,0.3333333332222222,0.0833333333263888,1
29,0.2499999999791666,0.6666666664444444,0.2499999999791666,0
30,0.2499999999791666,0.3333333332222222,0.2499999999791666,0
31,0.1666666666527777,0.3333333332222222,0.1666666666527777,1
32,0.0833333333263888,0.0,0.0833333333263888,1
33,0.2499999999791666,0.6666666664444444,0.2499999999791666,0
34,0.2499999999791666,0.6666666664444444,0.2499999999791666,0
35,0.3333333333055555,0.6666666664444444,0.3333333333055555,0
36,0.1666666666527777,0.3333333332222222,0.1666666666527777,0
37,0.3333333333055555,0.6666666664444444,0.3333333333055555,0
38,0.2499999999791666,0.3333333332222222,0.2499999999791666,0
39,0.4166666666319444,0.9999999996666666,0.4166666666319444,0
40,0.0833333333263888,0.0,0.0833333333263888,1
41,0.0,0.0,0.0,1
42,0.2499999999791666,0.6666666664444444,0.2499999999791666,0
43,0.1666666666527777,0.3333333332222222,0.1666666666527777,1
